,Unnamed: 0,cat_name,num_images,num_videos,age,breed,color,size,sex,characteristics,house_trained,health,good_in_a_home_with,adoption_fee,prefers_a_home_without,coat_length,pet_story_num_words,rescue_group,data_set,num_cats,cat_id,thirty_days,other_days,spec_needs,without_story,coat_length_miss,color_miss,more_than_1_cat,video,num_pictures,pictures,breed_type,Days_On_Site,is_dupe,color_bool,pet_narrative,good_in_a_home_with_bool,prefers_a_home_without_bool,characteristics_bool
303,61,Golden-Eyed Zahara Loving Young Calico,3,0,Young,Calico,unknown,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,unknown,,170.0,Brooklyn Animal Action,fourteen_days,1,Golden-Eyed Zahara Loving Young Calico Brooklyn Animal Action,False,True,False,False,unknown,unknown,False,False,3,True,DSH,Less Than Thirty Days,True,False,True,True,False,False
304,62,O-Mazing Olaf! Super Sweet Young Orange!,3,0,Young,Domestic Short Hair,Orange & White,Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",,unknown,,194.0,Brooklyn Animal Action,fourteen_days,1,O-Mazing Olaf! Super Sweet Young Orange! Brooklyn Animal Action,False,True,False,False,unknown,Orange & White,False,False,3,True,DSH,Less Than Thirty Days,True,True,True,True,False,False
305,63,Jumping Pixel!,3,0,Young,Domestic Short Hair & Tabby Mix,unknown,Medium,Male,unknown,Yes,Spayed / neutered.,Other cats.,,unknown,,234.0,Brooklyn Animal Action,fourteen_days,1,Jumping Pixel! Brooklyn Animal Action,False,True,False,False,unknown,unknown,False,False,3,True,DSH,Less Than Thirty Days,True,False,True,True,False,False
306,64,Ben & Jerry: Kittens As sweet as Ice Cream,3,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,unknown,,265.0,Brooklyn Animal Action,fourteen_days,1,Ben & Jerry: Kittens As sweet as Ice Cream Brooklyn Animal Action,False,True,False,False,unknown,Black & White / Tuxedo,True,False,3,True,DSH,Less Than Thirty Days,True,True,True,True,False,False
307,65,Maeby & Tobias,3,0,Kitten,Domestic Short Hair,unknown,Medium,Male,unknown,Yes,Vaccinations up to date.,"Other cats, dogs, children.",,unknown,,215.0,Brooklyn Animal Action,fourteen_days,1,Maeby & Tobias Brooklyn Animal Action,False,True,False,False,unknown,unknown,True,False,3,True,DSH,Less Than Thirty Days,False,False,True,True,False,False
308,66,Simba,6,0,Adult,Domestic Long Hair,Tabby (Brown / Chocolate),Large,Male,"Friendly, Affectionate, Loyal, Gentle, Smart, Funny, Couch potato, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,Long,291.0,JerseyCats,fourteen_days,1,Simba JerseyCats,False,True,False,False,Long,Tabby (Brown / Chocolate),False,False,6,True,DLH,Less Than Thirty Days,True,True,True,True,False,True
309,67,Ziggy,5,0,Adult,Domestic Short Hair,Tabby (Brown / Chocolate),Medium,Male,"Friendly, Affectionate, Playful, Athletic",Yes,"Vaccinations up to date, spayed / neutered.",unknown,$150.00,unknown,Short,200.0,Hudson County Animal League (HCAL),fourteen_days,1,Ziggy Hudson County Animal League (HCAL),False,True,False,False,Short,Tabby (Brown / Chocolate),False,False,5,True,DSH,Less Than Thirty Days,True,True,True,False,False,True
310,68,Floricito,5,0,Senior,Tabby Mix,Tabby (Orange / Red),Medium,Male,"Friendly, Affectionate, Smart, Curious, Funny",Yes,"Vaccinations up to date, spayed / neutered, special needs.",unknown,,unknown,Short,120.0,Joyrides Rescue,fourteen_days,1,Floricito Joyrides Rescue,False,True,False,False,Short,Tabby (Orange / Red),False,False,5,True,DSH,Less Than Thirty Days,True,True,True,False,False,True
311,69,Vladimir,5,0,Senior,Domestic Long Hair Mix,Orange & White,Medium,Male,"Friendly, Affectionate, Gentle, Dignified",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Medium,133.0,Joyrides Rescue,fourteen_days,1,Vladimir Joyrides Rescue,False,True,False,False,Medium,Orange & White,False,False,5,True,DLH,Less Than Thirty Days,False,True,True,False,False,True
312,70,Cecelia Jane (CJ),2,1,Kitten,Domestic Short Hair,Tabby (Buff / Tan / Fawn),Medium,Female,"Friendly, Affectionate, Loyal, Gentle, Playful, Smart, Protective, Brave, Curious, Funny, Quiet, Dignified, Couch potato, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,,0.0,Eccentric Kittens,fourteen_days,1,Cecelia Jane (CJ) Eccentric Kittens,False,True,False,True,unknown,Tabby (Buff / Tan / Fawn),False,True,2,True,DSH,Less Than Thirty Days,True,True,False,True,False,True
313,71,Gordita and Chalupa,5,0,Kitten,Domestic Short Hair,Black,Medium,Female,"Friendly, Affectionate, Loyal, Gentle, Playful, Smart, Protective, Brave, Curious, Athletic, Funny, Independent, Quiet, Loves kisses, Dignified, Couch potato",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,,0.0,Eccentric Kittens,fourteen_days,1,Gordita and Chalupa Eccentric Kittens,False,True,False,True,unknown,Black,True,False,5,True,DSH,Less Than Thirty Days,True,True,False,True,False,True
314,72,Willow,0,0,Young,Domestic Short Hair,Black,Medium,Female,"Friendly, Affectionate, Loyal, Brave, Protective, Smart, Independent, Curious, Playful, Dignified, Quiet, Loves kisses, Couch potato, Funny, Athletic, Gentle",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,,0.0,Eccentric Kittens,fourteen_days,1,Willow Eccentric Kittens,False,True,False,True,unknown,Black,False,False,0,False,DSH,Less Than Thirty Days,True,True,False,True,False,True
315,73,Lulu,0,0,Kitten,Domestic Short Hair,Black,Medium,Female,"Affectionate, Loyal, Gentle, Brave, Protective, Smart, Curious, Playful, Independent, Funny, Athletic, Dignified, Quiet, Friendly, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,Short,0.0,Eccentric Kittens,fourteen_days,1,Lulu Eccentric Kittens,False,True,False,True,Short,Black,False,False,0,False,DSH,Less Than Thirty Days,True,True,False,True,False,True
316,74,Mr. Man,0,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,"Friendly, Affectionate, Loyal, Gentle, Brave, Protective, Smart, Curious, Funny, Athletic, Couch potato, Dignified, Quiet, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,,unknown,,25.0,Eccentric Kittens,fourteen_days,1,Mr. Man Eccentric Kittens,False,True,False,False,unknown,Black & White / Tuxedo,False,False,0,False,DSH,Less Than Thirty Days,True,True,True,True,False,True
317,75,Maskitty,0,0,Kitten,Dilute Tortoiseshell & Domestic Short Hair Mix,Dilute Tortoiseshell,Small,Female,"Affectionate, Gentle, Brave, Protective, Smart, Loyal, Friendly, Playful, Curious, Funny, Athletic, Couch potato, Dignified, Quiet, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,unknown,,0.0,Eccentric Kittens,fourteen_days,1,Maskitty Eccentric Kittens,False,True,False,True,unknown,Dilute Tortoiseshell,False,False,0,False,DSH,Less Than Thirty Days,True,True,False,True,False,True
318,76,Happy,0,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Small,Female,"Friendly, Affectionate, Loyal, Gentle, Brave, Protective, Smart, Playful, Curious, Independent, Funny, Athletic, Couch potato, Dignified, Quiet, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,unknown,Short,0.0,Eccentric Kittens,fourteen_days,1,Happy Eccentric Kittens,False,True,False,True,Short,Black & White / Tuxedo,False,False,0,False,DSH,Less Than Thirty Days,True,True,False,True,False,True
319,77,Aries,0,0,Kitten,Domestic Short Hair,Orange / Red,Medium,Male,"Friendly, Affectionate, Loyal, Gentle, Brave, Protective, Smart, Playful, Curious, Independent, Funny, Athletic, Dignified, Quiet, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, dogs, children.",,unknown,Short,0.0,Eccentric Kittens,fourteen_days,1,Aries Eccentric Kittens,False,True,False,True,Short,Orange / Red,False,False,0,False,DSH,Less Than Thirty Days,True,True,False,True,False,True
320,78,Yoshi,3,0,Adult,Domestic Short Hair,Tabby (Gray / Blue / Silver),Large,Male,"Friendly, Smart, Playful",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,"Other cats, dogs, children.",Short,244.0,Anjellicle Cats Rescue,fourteen_days,1,Yoshi Anjellicle Cats Rescue,False,True,False,False,Short,Tabby (Gray / Blue / Silver),False,False,3,True,DSH,Less Than Thirty Days,True,True,True,False,True,True
321,79,Mabel,3,0,Young,Domestic Short Hair Mix,Gray & White,Medium,Female,unknown,Yes,Vaccinations up to date.,unknown,,unknown,Short,61.0,Anjellicle Cats Rescue,fourteen_days,1,Mabel Anjellicle Cats Rescue,False,True,False,False,Short,Gray & White,False,False,3,True,DSH,Less Than Thirty Days,False,True,True,False,False,False
322,80,Anya,3,0,Young,Domestic Short Hair Mix,Gray & White,Medium,Female,unknown,Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,50.0,Anjellicle Cats Rescue,fourteen_days,1,Anya Anjellicle Cats Rescue,False,True,False,False,Short,Gray & White,False,False,3,True,DSH,Less Than Thirty Days,False,True,True,False,False,False
323,81,CHARLIE,3,0,Kitten,Tabby & Domestic Short Hair Mix,Orange & White,Small,Male,"Loyal, Friendly, Affectionate, Gentle, Loves kisses, Couch potato",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$200.00,Children.,Short,140.0,Paul the Cat Guy Inc,fourteen_days,1,CHARLIE Paul the Cat Guy Inc,False,True,False,False,Short,Orange & White,False,False,3,True,DSH,Less Than Thirty Days,False,True,True,True,True,True
324,82,JULIUS,0,0,Kitten,Domestic Short Hair,Gray & White,Small,Male,"Friendly, Affectionate, Loyal, Playful, Funny, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$200.00,Dogs.,Short,140.0,Paul the Cat Guy Inc,fourteen_days,1,JULIUS Paul the Cat Guy Inc,False,True,False,False,Short,Gray & White,False,False,0,False,DSH,Less Than Thirty Days,False,True,True,True,True,True
325,83,Avery,5,0,Kitten,Domestic Long Hair,Black,Small,Female,"Friendly, Affectionate, Smart, Funny, Playful",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Long,129.0,Infinite Hope,fourteen_days,1,Avery Infinite Hope,False,True,False,False,Long,Black,False,False,5,True,DLH,Less Than Thirty Days,True,True,True,False,False,True
326,84,Pete,6,0,Kitten,Domestic Short Hair,Orange / Red,Medium,Male,"Friendly, Affectionate, Gentle, Playful",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,141.0,Infinite Hope,fourteen_days,1,Pete Infinite Hope,False,True,False,False,Short,Orange / Red,False,False,6,True,DSH,Less Than Thirty Days,True,True,True,False,False,True
327,85,Tracy,6,0,Kitten,Tuxedo,Black & White / Tuxedo,Medium,Male,"Friendly, Affectionate, Gentle, Playful, Athletic",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,131.0,Infinite Hope,fourteen_days,1,Tracy Infinite Hope,False,True,False,False,Short,Black & White / Tuxedo,False,False,6,True,DSH,Less Than Thirty Days,True,True,True,False,False,True
328,86,Liz,6,0,Kitten,Tortoiseshell,Tortoiseshell,Medium,Female,"Gentle, Playful, Athletic, Quiet",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,120.0,Infinite Hope,fourteen_days,1,Liz Infinite Hope,False,True,False,False,Short,Tortoiseshell,False,False,6,True,DSH,Less Than Thirty Days,True,True,True,False,False,True
329,87,Jack,6,0,Kitten,Domestic Short Hair,Buff / Tan / Fawn,Large,Male,"Friendly, Affectionate, Playful, Curious, Brave, Smart, Athletic",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Short,125.0,Infinite Hope,fourteen_days,1,Jack Infinite Hope,False,True,False,False,Short,Buff / Tan / Fawn,False,False,6,True,DSH,Less Than Thirty Days,True,True,True,False,False,True
330,88,Romeo and Guero,4,0,Young,Domestic Short Hair,unknown,Medium,Male,"Friendly, Affectionate, Gentle, Playful",Yes,"Vaccinations up to date, spayed / neutered.",unknown,,unknown,Medium,149.0,The Lucky Cat Rescue,fourteen_days,1,Romeo and Guero The Lucky Cat Rescue,False,True,False,False,Medium,unknown,True,False,4,True,DSH,Less Than Thirty Days,True,False,True,False,False,True
331,89,Jesse,4,0,Senior,Tabby,Gray / Blue / Silver,Large,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Other animals. Humans.,,Other cats.,Medium,62.0,Frankie's Fund for Feline Care and Rescue,fourteen_days,1,Jesse Frankie's Fund for Feline Care and Rescue,False,True,False,False,Medium,Gray / Blue / Silver,False,False,4,True,DSH,Less Than Thirty Days,True,True,True,True,True,False
332,90,Crescent,0,0,Adult,Domestic Short Hair,Tabby (Brown / Chocolate),Medium,Female,"Independent, Quiet, Smart",Yes,"Vaccinations up to date, spayed / neutered.",unknown,$150.00,"Dogs, children.",,96.0,Union City Feral Cat Committee,fourteen_days,1,Crescent Union City Feral Cat Committee,False,True,False,False,unknown,Tabby (Brown / Chocolate),False,False,0,False,DSH,Less Than Thirty Days,True,True,True,False,True,True
333,91,Toby,4,0,Kitten,Domestic Short Hair,Tabby (Brown / Chocolate),Medium,Male,"Friendly, Affectionate, Playful, Smart, Brave, Curious, Gentle, Funny",Yes,,unknown,,unknown,,112.0,Union City Feral Cat Committee,fourteen_days,1,Toby Union City Feral Cat Committee,False,True,False,False,unknown,Tabby (Brown / Chocolate),False,False,4,True,DSH,Less Than Thirty Days,True,True,True,False,False,True
334,92,Panda,0,0,Adult,Domestic Short Hair & Tuxedo Mix,Black & White / Tuxedo,Medium,Male,"Friendly, Playful, Smart, Curious, Independent",Yes,"Vaccinations up to date, spayed / neutered.",unknown,$150.00,Dogs.,,78.0,Union City Feral Cat Committee,fourteen_days,1,Panda Union City Feral Cat Committee,False,True,False,False,unknown,Black & White / Tuxedo,False,False,0,False,DSH,Less Than Thirty Days,True,True,True,False,True,True
335,93,Mirage,0,0,Adult,Domestic Short Hair & Tortoiseshell Mix,Tortoiseshell,Medium,Female,"Gentle, Smart, Quiet, Independent, Affectionate, Friendly",Yes,"Vaccinations up to date, spayed / neutered.",unknown,$150.00,"Dogs, children.",,85.0,Union City Feral Cat Committee,fourteen_days,1,Mirage Union City Feral Cat Committee,False,True,False,False,unknown,Tortoiseshell,False,False,0,False,DSH,Less Than Thirty Days,True,True,True,False,True,True
336,94,Finley,6,0,Adult,Domestic Short Hair,Orange & White,Medium,Male,"Friendly, Affectionate, Playful, Funny, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Children.,$125.00,Other cats.,Short,111.0,Union City Animal Trust,fourteen_days,1,Finley Union City Animal Trust,False,True,False,False,Short,Orange & White,False,False,6,True,DSH,Less Than Thirty Days,True,True,True,True,True,True
337,95,Amapola,6,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Medium,Female,"Friendly, Gentle, Playful, Curious, Affectionate, Funny",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$125.00,unknown,Short,131.0,Union City Animal Trust,fourteen_days,1,Amapola Union City Animal Trust,False,True,False,False,Short,Black & White / Tuxedo,False,False,6,True,DSH,Less Than Thirty Days,False,True,True,True,False,True
338,96,Checkers,4,0,Adult,Domestic Short Hair,Black & White / Tuxedo,Medium,Male,"Affectionate, Loyal, Gentle, Quiet, Couch potato",Yes,"Vaccinations up to date, spayed / neutered.","Other cats, children.",$125.00,unknown,Short,87.0,Union City Animal Trust,fourteen_days,1,Checkers Union City Animal Trust,False,True,False,False,Short,Black & White / Tuxedo,False,False,4,True,DSH,Less Than Thirty Days,True,True,True,True,False,True
339,97,Dill & Carrot,5,0,Kitten,Domestic Short Hair,Dilute Tortoiseshell,Medium,Male,"Friendly, Affectionate, Loyal, Gentle, Playful, Curious, Funny, Athletic, Quiet",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$120.00,unknown,Short,284.0,Cat Republic,fourteen_days,1,Dill & Carrot Cat Republic,False,True,False,False,Short,Dilute Tortoiseshell,True,False,5,True,DSH,Less Than Thirty Days,False,True,True,True,False,True
340,98,Miss Misstoffelees,6,0,Young,Domestic Short Hair,Black,Medium,Female,", Affectionate, Gentle, Playful, Friendly, Curious, Funny, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$150.00,"Dogs, children.",Short,364.0,AdvoCat Rescue,fourteen_days,1,Miss Misstoffelees AdvoCat Rescue,False,True,False,False,Short,Black,False,False,6,True,DSH,Less Than Thirty Days,True,True,True,True,True,True
341,99,Fries & Mash - Bonded Brothers,6,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Small,Male,"Friendly, Affectionate, Playful, Gentle, Curious, Independent, Funny, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$125.00,Children.,Short,229.0,AdvoCat Rescue,fourteen_days,1,Fries & Mash - Bonded Brothers AdvoCat Rescue,False,True,False,False,Short,Black & White / Tuxedo,True,False,6,True,DSH,Less Than Thirty Days,True,True,True,True,True,True
342,100,Mash & Fries - Bonded Brothers,6,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Small,Male,"Playful, Gentle, Curious, Independent, Funny, Loves kisses",Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$125.00,Children.,Short,229.0,AdvoCat Rescue,fourteen_days,1,Mash & Fries - Bonded Brothers AdvoCat Rescue,False,True,False,False,Short,Black & White / Tuxedo,True,False,6,True,DSH,Less Than Thirty Days,True,True,True,True,True,True
343,101,The Jimmy,6,0,Kitten,Domestic Short Hair,Gray & White,Medium,Male,unknown,Yes,"Vaccinations up to date, spayed / neutered.",Other cats.,$200.00,unknown,Short,264.0,AdvoCat Rescue,fourteen_days,1,The Jimmy AdvoCat Rescue,False,True,False,False,Short,Gray & White,False,False,6,True,DSH,Less Than Thirty Days,True,True,True,True,False,False
344,102,Hermione - Hogwarts Kittens,6,0,Kitten,Domestic Short Hair,Calico,Medium,Female,unknown,Yes,Vaccinations up to date.,Other cats.,$200.00,unknown,Short,244.0,AdvoCat Rescue,fourteen_days,1,Hermione - Hogwarts Kittens AdvoCat Rescue,False,True,False,False,Short,Calico,False,False,6,True,DSH,Less Than Thirty Days,True,True,True,True,False,False
345,103,Ron - Hogwarts Kittens,6,0,Kitten,Domestic Short Hair,Tabby (Buff / Tan / Fawn),Medium,Male,unknown,Yes,Vaccinations up to date.,Other cats.,$200.00,unknown,Short,244.0,AdvoCat Rescue,fourteen_days,1,Ron - Hogwarts Kittens AdvoCat Rescue,False,True,False,False,Short,Tabby (Buff / Tan / Fawn),False,False,6,True,DSH,Less Than Thirty Days,True,True,True,True,False,False
346,104,Harry - Hogwarts Kittens,6,0,Kitten,Domestic Short Hair,Buff / Tan / Fawn,Medium,Male,unknown,Yes,Vaccinations up to date.,Other cats.,$200.00,unknown,Short,244.0,AdvoCat Rescue,fourteen_days,1,Harry - Hogwarts Kittens AdvoCat Rescue,False,True,False,False,Short,Buff / Tan / Fawn,False,False,6,True,DSH,Less Than Thirty Days,True,True,True,True,False,False
